Farm_id;Time;Year;latitude;long;Severity;Severity Percent;SC1;SC2;SC3;SC4;SC5;SC6;SC7;SC8;;Av_RH2M;Sd_RH2M;Skew_RH2M;Kur_RH2M;Entr_RH2M;Av_T2MWET;Sd_T2MWET;Skew_T2MWET;Kur_T2MWET;Entr_T2MWET;Av_WD10M;Sd_WD10M;Skew_WD10M;Kur_WD10M;Entr_WD10M;Av_CLRSKY_SFC_PAR_TOT;Sd_CLRSKY_SFC_PAR_TOT;Skew_CLRSKY_SFC_PAR_TOT;Kur_CLRSKY_SFC_PAR_TOT;Entr_CLRSKY_SFC_PAR_TOT;Av_PS;Sd_PS;Skew_PS;Kur_PS;Entr_PS;Av_T2M_RANGE;Sd_T2M_RANGE;Skew_T2M_RANGE;Kur_T2M_RANGE;Entr_T2M_RANGE;Av_PRECTOTCORR;Sd_PRECTOTCORR;Skew_PRECTOTCORR;Kur_PRECTOTCORR;Entr_PRECTOTCORR;Av_ALLSKY_SFC_PAR_TOT;Sd_ALLSKY_SFC_PAR_TOT;Skew_ALLSKY_SFC_PAR_TOT;Kur_ALLSKY_SFC_PAR_TOT;Entr_ALLSKY_SFC_PAR_TOT;;;Av_WD10M;Sd_WD10M;Skew_WD10M;Kur_WD10M;Entr_WD10M;Av_PS;Sd_PS;Skew_PS;Kur_PS;Entr_PS;Av_RH2M;Sd_RH2M;Skew_RH2M;Kur_RH2M;Entr_RH2M;;;Av_WD10M;Sd_WD10M;Skew_WD10M;Kur_WD10M;Entr_WD10M;Av_RH2M;Sd_RH2M;Skew_RH2M;Kur_RH2M;Entr_RH2M;Av_PS;Sd_PS;Skew_PS;Kur_PS;Entr_PS;Av_WS10M;Sd_WS10M;Skew_WS10M;Kur_WS10M;Entr_WS10M
Farm 4;Mid;2021;30,5031241;-88,3346104;2;4,5;0;0,004092;0;0;0,385123;0,610785;0;0;;80,584348;7,8633803;-0,137884637;2,304067;3,823946;20,248478;2,9766543;-0,944882005;3,492916;3,817421;157,095217;57,3472467;0,200617466;2,684675;3,760299;145,915435;7,8253229;-0,486834456;1,91086;3,827221;101,568478;0,3559836;-0,383591418;2,767752;3,828635;6,038913;2,0464215;0,008540949;2,492244;3,769471;4,787174;8,6865614;1,982056657;5,877503;2,641391;117,034783;35,8943773;-1,001993049;2,841605;3,774677;;;157,095217;57,3472467;0,200617466;2,684675;3,760299;101,568478;0,3559836;-0,383591418;2,767752;3,828635;80,584348;7,8633803;-0,137884637;2,304067;3,823946;;;157,095217;57,3472467;0,200617466;2,684675;3,760299;80,584348;7,8633803;-0,137884637;2,304067;3,823946;101,568478;0,3559836;-0,383591418;2,767752;3,828635;4,012826;1,3588781;0,996514666;3,515454;3,775981
Farm 4;Mid;2022;30,5031241;-88,3346104;2;4,5;0;0;1;0;0;0;0;0;;79,216087;7,778065;-0,4608628;2,383093;3,823836;21,197609;3,2524823;-1,27016135;4,637356;3,816109;163,14087;52,018075;0,54818499;3,652468;3,778688;142,036957;6,1199567;-0,89300537;3,646851;3,827721;101,455435;0,3416347;0,34977169;3,126302;3,828636;6,587391;2,0618518;0,48388162;2,345506;3,781512;4,788261;8,2702098;2,42122509;8,993721;2,786369;122,452609;22,8617987;-1,03762562;3,661995;3,81;;;163,14087;52,018075;0,54818499;3,652468;3,778688;101,455435;0,3416347;0,34977169;3,126302;3,828636;79,216087;7,778065;-0,4608628;2,383093;3,823836;;;163,14087;52,018075;0,54818499;3,652468;3,778688;79,216087;7,778065;-0,4608628;2,383093;3,823836;101,455435;0,3416347;0,34977169;3,126302;3,828636;3,835;1,1652653;0,04896392;2,108149;3,782157
Farm 5;End;2022;32,446693;-85,895847;0;0;0;0;0;0;0;0;0;0;;67,85011;9,7300803;0,124225;3,671155;4,500624;23,615934;2,0590715;-0,9322481;3,431711;4,506981;189,398242;61,4665801;-0,1667327;2,243137;4,455344;148,484176;4,6151073;-0,1514861;2,543368;4,510381;99,918242;0,2802205;-0,2137787;2,253297;4,510856;13,06;3,2117295;-0,3396769;3,440784;4,478812;3,526154;5,3975257;2,795134;13,005117;3,677039;123,397143;23,1004956;-1,1866243;4,970284;4,491469;;;189,398242;61,4665801;-0,1667327;2,243137;4,455344;99,918242;0,2802205;-0,2137787;2,253297;4,510856;67,85011;9,7300803;0,124225;3,671155;4,500624;;;189,398242;61,4665801;-0,1667327;2,243137;4,455344;67,85011;9,7300803;0,124225;3,671155;4,500624;99,918242;0,2802205;-0,2137787;2,253297;4,510856;1,542418;0,4241628;0,6585959;3,073177;4,474485
Farm 5;Mid;2022;32,446693;-85,895847;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Farm 6;End;2020;36,0693;-76,44655;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Farm 6;Mid;2020;36,0693;-76,44655;0;0;0;0;0;0;0;0;0;0;;78,613913;6,5574546;0,09849107;2,841801;3,825236;22,787174;2,4975122;-1,42717875;4,781066;3,822395;178,047391;67,3983253;-0,5361455;2,497522;3,747338;152,751739;3,0599007;-0,05341244;2,292297;3,828445;101,439348;0,4047353;0,29445462;2,185418;3,828634;7,955435;2,3503822;-0,3418865;2,62161;3,782386;3,913261;6,9618076;2,34051944;7,889182;2,761701;125,362609;29,1914338;-1,56511351;5,239408;3,796702;;;178,047391;67,3983253;-0,5361455;2,497522;3,747338;101,439348;0,4047353;0,29445462;2,185418;3,828634;78,613913;6,5574546;0,09849107;2,841801;3,825236;;;178,047391;67,3983253;-0,5361455;2,497522;3,747338;78,613913;6,5574546;0,09849107;2,841801;3,825236;101,439348;0,4047353;0,29445462;2,185418;3,828634;3,328478;1,322348;0,78267892;2,823384;3,754885
Farm 7;End;2020;36,16474;-76,70285;6;62,5;0;0,179364;0,052041;0,768595;0;0;0;0;;76,635846;6,4745337;0,1749892;2,549707;4,17088;23,659846;2,5543948;-1,3043452;4,519374;4,168321;190,413231;62,4534209;-0,8458205;2,892788;4,11194;150,724615;4,531955;-0,5985161;3,166714;4,173939;101,365692;0,3748165;0,173471;2,284812;4,174381;9,397385;2,4102614;-0,447138;2,831833;4,139432;4,111692;6,7274934;1,9885412;5,876353;3,194268;125,670615;26,9876104;-1,5634994;5,437122;4,147495;;;190,413231;62,4534209;-0,8458205;2,892788;4,11194;101,365692;0,3748165;0,173471;2,284812;4,174381;76,635846;6,4745337;0,1749892;2,549707;4,17088;;;190,413231;62,4534209;-0,8458205;2,892788;4,11194;76,635846;6,4745337;0,1749892;2,549707;4,17088;101,365692;0,3748165;0,173471;2,284812;4,174381;3,346769;1,2502963;0,8676711;3,634923;4,108577
Farm 7;Mid;2020;36,16474;-76,70285;7;81,5;0;0,152426;0;0,837467;0;0,010106;0;0;;77,319565;6,5478251;0,1040845;2,741038;3,825133;22,708261;2,4271413;-1,38128613;4,248794;3,822728;179,124783;68,0234823;-0,46411238;2,343301;3,747955;152,751739;3,0599007;-0,05341244;2,292297;3,828445;101,331957;0,3963198;0,37575813;2,291337;3,828634;9,386739;2,4608861;-0,42639613;3,027152;3,792208;3,783043;6,9206554;2,13735555;6,171785;2,711429;125,362609;29,1914338;-1,56511351;5,239408;3,796702;;;179,124783;68,0234823;-0,46411238;2,343301;3,747955;101,331957;0,3963198;0,37575813;2,291337;3,828634;77,319565;6,5478251;0,1040845;2,741038;3,825133;;;179,124783;68,0234823;-0,46411238;2,343301;3,747955;77,319565;6,5478251;0,1040845;2,741038;3,825133;101,331957;0,3963198;0,37575813;2,291337;3,828634;3,368261;1,4107119;0,8565078;3,063521;3,747146
Farm 8;End;2020;32,441879;-80,542324;0;0;0;0;0;0;0;0;0;0;;75,97961;8,3727148;-0,87509129;2,652537;4,337585;20,217922;3,6946399;-0,58561536;2,408986;4,326481;187,97961;67,672203;-0,28825964;2,637874;4,272365;146,436753;7,9210463;-1,01036363;3,242007;4,342333;101,53013;0,4134053;-0,32473673;3,381913;4,343797;6,576364;2,0300589;0,08791509;2,320941;4,295327;4,112078;7,3953231;3,18079496;14,577856;3,310133;119,243117;29,1913934;-1,03179867;3,172656;4,310382;;;187,97961;67,672203;-0,28825964;2,637874;4,272365;101,53013;0,4134053;-0,32473673;3,381913;4,343797;75,97961;8,3727148;-0,87509129;2,652537;4,337585;;;187,97961;67,672203;-0,28825964;2,637874;4,272365;75,97961;8,3727148;-0,87509129;2,652537;4,337585;101,53013;0,4134053;-0,32473673;3,381913;4,343797;5,258571;1,5595712;0,49029241;2,967251;4,300808
Farm 8;End;2021;32,441879;-80,542324;3;9;0;0;0;1;0;0;0;0;;71,078182;9,59331;-0,3225615;2,746513;4,334603;20,251558;3,9073282;-0,6099643;3,230267;4,324201;184,799221;62,9200257;-0,37041441;2,337461;4,280632;145,175714;7,8116323;-0,52238191;2,477398;4,342362;101,603117;0,4970711;0,11612417;2,447783;4,343794;6,876494;2,3553789;0,50434789;3,090695;4,285991;2,922857;6,4349706;3,38211383;15,569918;2,970735;122,376234;28,0221041;-1,05531983;3,804533;4,314395;;;184,799221;62,9200257;-0,37041441;2,337461;4,280632;101,603117;0,4970711;0,11612417;2,447783;4,343794;71,078182;9,59331;-0,3225615;2,746513;4,334603;;;184,799221;62,9200257;-0,37041441;2,337461;4,280632;71,078182;9,59331;-0,3225615;2,746513;4,334603;101,603117;0,4970711;0,11612417;2,447783;4,343794;5,228182;1,3317595;0,53564809;3,646123;4,312159
Farm 8;Mid;2020;32,441879;-80,542324;6;62,5;0,327373;0,017746;0,54594;0,050862;0;0;0;0,058079;;73,977174;9,3864746;-0,511769105;1,87795;3,820555;18,159565;3,2107472;-0,375976618;2,001404;3,81284;199,031957;67,352384;-0,257881956;2,241794;3,767841;143,063043;8,1825823;-0,630354432;2,302337;3,82702;101,464783;0,501676;0,007685161;2,453679;3,828629;7,355652;1,9445567;-0,171562899;2,218172;3,792938;4,131304;9,2161456;2,758336176;10,245582;2,33512;123,969565;28,9407057;-1,478470209;4,503245;3,797233;;;199,031957;67,352384;-0,257881956;2,241794;3,767841;101,464783;0,501676;0,007685161;2,453679;3,828629;73,977174;9,3864746;-0,511769105;1,87795;3,820555;;;199,031957;67,352384;-0,257881956;2,241794;3,767841;73,977174;9,3864746;-0,511769105;1,87795;3,820555;101,464783;0,501676;0,007685161;2,453679;3,828629;5,58413;1,5674205;0,684299824;2,901294;3,791283
Farm 8;Mid;2021;32,441879;-80,542324;2;4,5;0;0;0;1;0;0;0;0;;69,733261;10,3656032;-0,30293859;2,64699;3,817559;17,953261;3,132346;-0,91506241;4,667068;3,812474;189,805435;68,4354995;-0,39690812;2,217676;3,75765;141,827826;7,903708;-0,02755482;2,166546;3,82712;101,598913;0,521307;0,21592383;2,478396;3,828629;7,493043;2,3360278;0,72710855;2,793232;3,782873;1,90087;6,0933183;4,67435518;26,431125;1,870017;122,401522;30,1675379;-1,26434371;4,178943;3,793655;;;189,805435;68,4354995;-0,39690812;2,217676;3,75765;101,598913;0,521307;0,21592383;2,478396;3,828629;69,733261;10,3656032;-0,30293859;2,64699;3,817559;;;189,805435;68,4354995;-0,39690812;2,217676;3,75765;69,733261;10,3656032;-0,30293859;2,64699;3,817559;101,598913;0,521307;0,21592383;2,478396;3,828629;5,312609;1,3189902;-0,06302897;2,389303;3,797561
Farm 9;End;2020;32,4103835;-80,5125144;6;62,5;0;0,002019;0,991122;0,006859;0;0;0;0;;75,9516;8,4617737;-0,85988607;2,598864;4,311134;20,034933;3,727179;-0,48684268;2,290732;4,299641;187,7432;68,4505395;-0,27796515;2,584594;4,244281;145,914133;8,0976502;-0,9285509;2,993177;4,31594;101,522133;0,4185764;-0,26737747;3,283234;4,31748;6,618667;2,068506;0,04154985;2,223446;4,267591;3,985867;7,4702252;3,21479954;14,600548;3,224965;118,489867;29,3257192;-0,98814532;3,072328;4,28344;;;187,7432;68,4505395;-0,27796515;2,584594;4,244281;101,522133;0,4185764;-0,26737747;3,283234;4,31748;75,9516;8,4617737;-0,85988607;2,598864;4,311134;;;187,7432;68,4505395;-0,27796515;2,584594;4,244281;75,9516;8,4617737;-0,85988607;2,598864;4,311134;101,522133;0,4185764;-0,26737747;3,283234;4,31748;5,32;1,5224749;0,56343861;2,987071;4,277819
Farm 9;End;2021;32,4103835;-80,5125144;5;37,5;0;0,002216;0,961781;0,036003;0;0;0;0;;71,2035;9,5849405;-0,3334175;2,706012;4,372865;20,361375;3,8809515;-0,659455;3,285883;4,362837;183,3755;63,5013294;-0,3633653;2,299046;4,316597;145,547125;7,9007401;-0,5447027;2,479697;4,380556;101,606875;0,4922734;0,1016519;2,459035;4,382015;6,79975;2,3578391;0,5193986;3,123047;4,322807;2,913875;6,3354033;3,4140224;15,956304;3,035725;122,165125;28,7915655;-1,0596168;3,650352;4,350779;;;183,3755;63,5013294;-0,3633653;2,299046;4,316597;101,606875;0,4922734;0,1016519;2,459035;4,382015;71,2035;9,5849405;-0,3334175;2,706012;4,372865;;;183,3755;63,5013294;-0,3633653;2,299046;4,316597;71,2035;9,5849405;-0,3334175;2,706012;4,372865;101,606875;0,4922734;0,1016519;2,459035;4,382015;5,262375;1,3332859;0,483046;3,496112;4,350593
Farm 9;End;2022;32,4103835;-80,5125144;7;81,5;0;0,010573;0,818733;0,170694;0;0;0;0;;71,367324;9,1256666;-0,1833453;2,262731;4,254506;20,736761;4,1303309;-0,9568353;3,464997;4,241264;170,155493;66,3103255;-0,4098052;2,491172;4,176174;144,370282;7,478382;-0,509555;2,745058;4,261344;101,53169;0,4948159;0,1845002;3,147893;4,262668;6,929155;2,2604739;0,6961591;3,737779;4,211305;2,475493;3,9974534;2,1164135;7,158319;3,289941;125,147606;22,4767413;-1,0715122;3,48695;4,245368;;;170,155493;66,3103255;-0,4098052;2,491172;4,176174;101,53169;0,4948159;0,1845002;3,147893;4,262668;71,367324;9,1256666;-0,1833453;2,262731;4,254506;;;170,155493;66,3103255;-0,4098052;2,491172;4,176174;71,367324;9,1256666;-0,1833453;2,262731;4,254506;101,53169;0,4948159;0,1845002;3,147893;4,262668;5,077746;1,2529601;0,5286468;3,049925;4,233121
Farm 9;Mid;2020;32,4103835;-80,5125144;5;37,5;0;0;1;0;0;0;0;0;;73,7;9,2178416;-0,49597469;1,892891;3,820793;18,013913;3,1704633;-0,31291021;1,977569;3,813047;199,516957;66,908384;-0,26682914;2,286926;3,768864;142,696522;8,392788;-0,54205785;2,11367;3,826929;101,47;0,4988253;-0,01414524;2,502298;3,82863;7,475217;1,8560936;-0,14644716;2,170098;3,797382;3,66087;8,8469462;3,10299491;12,367662;2,235615;124,934348;27,621066;-1,5852245;5,155239;3,800361;;;199,516957;66,908384;-0,26682914;2,286926;3,768864;101,47;0,4988253;-0,01414524;2,502298;3,82863;73,7;9,2178416;-0,49597469;1,892891;3,820793;;;199,516957;66,908384;-0,26682914;2,286926;3,768864;73,7;9,2178416;-0,49597469;1,892891;3,820793;101,47;0,4988253;-0,01414524;2,502298;3,82863;5,573913;1,5777417;0,67084415;2,870144;3,790615
Farm 9;Mid;2021;32,4103835;-80,5125144;3;9;0;0,00728;0,93737;0,05535;0;0;0;0;;69,733261;10,3656032;-0,30293859;2,64699;3,817559;17,953261;3,132346;-0,91506241;4,667068;3,812474;189,805435;68,4354995;-0,39690812;2,217676;3,75765;141,827826;7,903708;-0,02755482;2,166546;3,82712;101,598913;0,521307;0,21592383;2,478396;3,828629;7,493043;2,3360278;0,72710855;2,793232;3,782873;1,90087;6,0933183;4,67435518;26,431125;1,870017;122,401522;30,1675379;-1,26434371;4,178943;3,793655;;;189,805435;68,4354995;-0,39690812;2,217676;3,75765;101,598913;0,521307;0,21592383;2,478396;3,828629;69,733261;10,3656032;-0,30293859;2,64699;3,817559;;;189,805435;68,4354995;-0,39690812;2,217676;3,75765;69,733261;10,3656032;-0,30293859;2,64699;3,817559;101,598913;0,521307;0,21592383;2,478396;3,828629;5,312609;1,3189902;-0,06302897;2,389303;3,797561
Farm 9;Mid;2022;32,4103835;-80,5125144;5;37,5;0;0,003241;0,978816;0,017944;0;0;0;0;;69,963043;10,1815912;0,0428263;1,984028;3,818233;18,726522;3,774434;-0,84309613;3,339215;3,807058;168,334783;71,5040033;-0,3985306;2,360137;3,725044;141,700652;7,3827921;-0,17370011;2,819168;3,827308;101,60413;0,5319506;-0,01514157;3,223593;3,828628;7,637826;2,1456829;0,91601957;4,134478;3,791504;1,650652;3,3290008;2,35539812;7,408115;2,518616;124,653043;24,5952362;-1,13010127;3,383307;3,807638;;;168,334783;71,5040033;-0,3985306;2,360137;3,725044;101,60413;0,5319506;-0,01514157;3,223593;3,828628;69,963043;10,1815912;0,0428263;1,984028;3,818233;;;168,334783;71,5040033;-0,3985306;2,360137;3,725044;69,963043;10,1815912;0,0428263;1,984028;3,818233;101,60413;0,5319506;-0,01514157;3,223593;3,828628;5,239565;1,3112792;0,56351581;2,788716;3,798646
